model,runType,dataset,test_correct_ratio,test_correct_ratio_raw,train_correct_ratio,train_correct_ratio_raw,n_train_examples,n_train_examples_raw,n_test_examples,n_test_examples_raw,n_valid_examples,n_valid_examples_raw,n_knowledge_concepts,n_problems,n_users,n_users_raw,ACC,ACC_raw,AUC,AUC_raw,MAE,MAE_raw,RMSE,RMSE_raw,ACC_std,ACC_std_raw,AUC_std,AUC_std_raw,MAE_std,MAE_std_raw,RMSE_std,RMSE_std_raw,avg_train_duration,avg_train_duration_raw,performed_at
KaNCD,undersampleEven,NEUR20,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",1275652.0,"[1275652, 1275652, 1275652, 1275652, 1275652]",159372.0,"[159372, 159372, 159372, 159372, 159372]",159486.0,"[159486, 159486, 159486, 159486, 159486]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.6492745444741231,"[0.6435110291812447, 0.6493798828737318, 0.6509913095820323, 0.6524647931479879, 0.6500257075856188]",0.7059752282071925,"[0.705392772471374, 0.7049961340220832, 0.7057015796989976, 0.707550208844365, 0.7062354459991425]",0.4247322276023282,"[0.4278438172388619, 0.42601964636246303, 0.4286244123890644, 0.4197355931892431, 0.4214376688320089]",0.4682343925877199,"[0.47065301378133856, 0.467416961180217, 0.46694046327263117, 0.46781866489872664, 0.46834285980568646]",0.0030632799338806,"[0.6435110291812447, 0.6493798828737318, 0.6509913095820323, 0.6524647931479879, 0.6500257075856188]",0.0008855552970036,"[0.705392772471374, 0.7049961340220832, 0.7057015796989976, 0.707550208844365, 0.7062354459991425]",0.0035301278303581,"[0.4278438172388619, 0.42601964636246303, 0.4286244123890644, 0.4197355931892431, 0.4214376688320089]",0.0012943546890561,"[0.47065301378133856, 0.467416961180217, 0.46694046327263117, 0.46781866489872664, 0.46834285980568646]",1295.5091459274292,"[1294.1701669692993, 1292.6362540721893, 1296.4950222969055, 1296.4157359600067, 1297.8285503387451]",2024-09-21 16:04:04
KaNCD,undersampleCorrect,NEUR20,0.3984288930772933,"[0.39842889307729334, 0.39842889307729334, 0.39842889307729334, 0.39842889307729334, 0.39842889307729334]",0.6000609026648958,"[0.6000609026648958, 0.6000609026648958, 0.6000609026648958, 0.6000609026648958, 0.6000609026648958]",1306807.0,"[1306807, 1306807, 1306807, 1306807, 1306807]",163412.0,"[163412, 163412, 163412, 163412, 163412]",163350.0,"[163350, 163350, 163350, 163350, 163350]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.6020557086011631,"[0.6209733700642791, 0.5730884603611877, 0.5848423630241812, 0.624744413835323, 0.6066299357208448]",0.7076492390203066,"[0.7078650694499621, 0.705392907863853, 0.7086072502801113, 0.7096269061957663, 0.70675406131184]",0.4490078983390991,"[0.4432297421039921, 0.4649806614258912, 0.4531841009319795, 0.42810442758967543, 0.4555405596439576]",0.492322552847773,"[0.4857864366846006, 0.4969079514533247, 0.5024007007500445, 0.48902900471385713, 0.4874886706370383]",0.0201443766382931,"[0.6209733700642791, 0.5730884603611877, 0.5848423630241812, 0.624744413835323, 0.6066299357208448]",0.0014675087204161,"[0.7078650694499621, 0.705392907863853, 0.7086072502801113, 0.7096269061957663, 0.70675406131184]",0.0125346533362265,"[0.4432297421039921, 0.4649806614258912, 0.4531841009319795, 0.42810442758967543, 0.4555405596439576]",0.0063171138433309,"[0.4857864366846006, 0.4969079514533247, 0.5024007007500445, 0.48902900471385713, 0.4874886706370383]",1337.9981129169464,"[1336.441989183426, 1336.1496579647064, 1340.803148508072, 1337.8733048439026, 1338.7224640846252]",2024-09-21 17:55:47
KaNCD,undersampleIncorrect,NEUR20,0.6031387179598441,"[0.6031387179598441, 0.6031387179598441, 0.6031387179598441, 0.6031387179598441, 0.6031387179598441]",0.3997977429740389,"[0.3997977429740389, 0.3997977429740389, 0.3997977429740389, 0.3997977429740389, 0.3997977429740389]",1238824.0,"[1238824, 1238824, 1238824, 1238824, 1238824]",154920.0,"[154920, 154920, 154920, 154920, 154920]",154896.0,"[154896, 154896, 154896, 154896, 154896]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.5920669352339634,"[0.6111713665943601, 0.5791305133767173, 0.6012873153599835, 0.5726487449643631, 0.5960967358743932]",0.6986341771936647,"[0.6963615514192003, 0.7004566475676183, 0.7014409603520491, 0.6968387493322554, 0.6980729772972004]",0.4525086488271325,"[0.4498018377188579, 0.4500652940251382, 0.4435423732135018, 0.45972921628192914, 0.4594045228962355]",0.4933164204334297,"[0.4829732780079091, 0.5061311812829827, 0.4946479036493921, 0.497236399462637, 0.48559333976422797]",0.0142172509599363,"[0.6111713665943601, 0.5791305133767173, 0.6012873153599835, 0.5726487449643631, 0.5960967358743932]",0.0019951322964758,"[0.6963615514192003, 0.7004566475676183, 0.7014409603520491, 0.6968387493322554, 0.6980729772972004]",0.0062190124777184,"[0.4498018377188579, 0.4500652940251382, 0.4435423732135018, 0.45972921628192914, 0.4594045228962355]",0.00834246665001,"[0.4829732780079091, 0.5061311812829827, 0.4946479036493921, 0.497236399462637, 0.48559333976422797]",1266.0515482902526,"[1266.4161667823792, 1264.9898624420166, 1265.3357818126678, 1274.1566202640533, 1259.3593101501465]",2024-09-21 19:41:29
KaNCD,basic,JUNYI15,0.7771487087353915,"[0.7745639446823195, 0.7834342299124767, 0.788848689902454, 0.7727341175825835, 0.7661625615971244]",0.7786902352107462,"[0.7789186478846122, 0.7774370563444236, 0.7760914061071305, 0.7793752223106701, 0.7816288434068946]",461746.4,"[459809, 460785, 461742, 462662, 463734]",56500.2,"[57403, 56975, 56512, 56086, 55525]",58936.4,"[59971, 59423, 58929, 58435, 57924]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.8305853193054518,"[0.8304680595621217, 0.8338017266041768, 0.8329006092076906, 0.8316591084110551, 0.824097092742214]",0.8298364465374897,"[0.8263078312371924, 0.8315417402674139, 0.8268915753992374, 0.8328546638928102, 0.8315864218907948]",0.2347152160405476,"[0.24556465369574582, 0.21962850977387904, 0.2396866590507567, 0.23098023319923716, 0.23771602448311913]",0.3507958544801007,"[0.350415662875579, 0.3494607817632142, 0.3482081847828883, 0.3505961665463999, 0.35529847643242235]",0.0034342306291023,"[0.8304680595621217, 0.8338017266041768, 0.8329006092076906, 0.8316591084110551, 0.824097092742214]",0.0026908537085785,"[0.8263078312371924, 0.8315417402674139, 0.8268915753992374, 0.8328546638928102, 0.8315864218907948]",0.0088655422524334,"[0.24556465369574582, 0.21962850977387904, 0.2396866590507567, 0.23098023319923716, 0.23771602448311913]",0.0024056799036359,"[0.350415662875579, 0.3494607817632142, 0.3482081847828883, 0.3505961665463999, 0.35529847643242235]",294.3343782424927,"[289.36084508895874, 294.24863505363464, 294.39071774482727, 297.0785846710205, 296.5931086540222]",2024-09-21 20:06:06
KaNCD,sampled,JUNYI15,0.7779479678632596,"[0.7760074659849395, 0.7770190908157378, 0.7771210719401846, 0.780113911892957, 0.779478298682479]",0.7784414542980783,"[0.778378441040064, 0.7781620209388779, 0.7786804898046283, 0.7782600716268799, 0.7787262480799412]",184735.2,"[182846, 183677, 184595, 185762, 186796]",21962.0,"[22904, 22467, 22177, 21377, 20885]",24221.8,"[25169, 24775, 24147, 23780, 23238]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.8105776425829305,"[0.8075410226866383, 0.8095660948536831, 0.8120263386756119, 0.8121530698065601, 0.8116016868921594]",0.7983823730503078,"[0.8023167751041345, 0.7982544190604756, 0.7945411250764528, 0.7987784176359065, 0.7980211283745693]",0.2432927982139542,"[0.24509336274639562, 0.24754362332216426, 0.24020372274060495, 0.2401838039355846, 0.243439478325022]",0.3699103027382718,"[0.3698589784371276, 0.3693067212688511, 0.3708628993647869, 0.3692929543109452, 0.3702299603096482]",0.0017817770486944,"[0.8075410226866383, 0.8095660948536831, 0.8120263386756119, 0.8121530698065601, 0.8116016868921594]",0.0024713731717749,"[0.8023167751041345, 0.7982544190604756, 0.7945411250764528, 0.7987784176359065, 0.7980211283745693]",0.0028475004651111,"[0.24509336274639562, 0.24754362332216426, 0.24020372274060495, 0.2401838039355846, 0.243439478325022]",0.000592905582808,"[0.3698589784371276, 0.3693067212688511, 0.3708628993647869, 0.3692929543109452, 0.3702299603096482]",113.510058927536,"[115.18441867828369, 113.00927782058716, 112.82127666473389, 113.0092339515686, 113.52608752250671]",2024-09-21 20:15:35
KaNCD,undersampleEven,JUNYI15,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",197830.0,"[197830, 197830, 197830, 197830, 197830]",24920.0,"[24920, 24920, 24920, 24920, 24920]",24584.0,"[24584, 24584, 24584, 24584, 24584]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.703132118451025,"[0.6994386592905955, 0.694882850634559, 0.7094451675886756, 0.7034656687276277, 0.7084282460136674]",0.7805287785695065,"[0.7780055668133558, 0.7757503306037521, 0.7842303148603633, 0.7809417069711327, 0.783715973598929]",0.3642695085371014,"[0.36438814274499387, 0.36919040747745746, 0.3639445836592758, 0.3588012575661037, 0.3650231512376764]",0.4397216382741423,"[0.440857540533712, 0.4425562465746955, 0.4372836173444577, 0.44103339553262505, 0.43687739138522164]",0.0054718712053325,"[0.6994386592905955, 0.694882850634559, 0.7094451675886756, 0.7034656687276277, 0.7084282460136674]",0.0032628286948834,"[0.7780055668133558, 0.7757503306037521, 0.7842303148603633, 0.7809417069711327, 0.783715973598929]",0.0033107293043876,"[0.36438814274499387, 0.36919040747745746, 0.3639445836592758, 0.3588012575661037, 0.3650231512376764]",0.0022396281693512,"[0.440857540533712, 0.4425562465746955, 0.4372836173444577, 0.44103339553262505, 0.43687739138522164]",121.13803238868714,"[121.38487577438354, 121.29040908813477, 121.24457240104675, 121.00913786888123, 120.76116681098938]",2024-09-21 20:25:43
KaNCD,undersampleCorrect,JUNYI15,0.3786413941883623,"[0.3786413941883623, 0.3786413941883623, 0.3786413941883623, 0.3786413941883623, 0.3786413941883623]",0.5999447452032687,"[0.5999447452032687, 0.5999447452032687, 0.5999447452032687, 0.5999447452032687, 0.5999447452032687]",221680.0,"[221680, 221680, 221680, 221680, 221680]",27640.0,"[27640, 27640, 27640, 27640, 27640]",27742.0,"[27742, 27742, 27742, 27742, 27742]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6778891211880904,"[0.6683368178213539, 0.6782495854660803, 0.6737077355634057, 0.689928628072958, 0.6792228390166535]",0.785271769944187,"[0.783913445800325, 0.7892751094717441, 0.7801926472959548, 0.7899230999467705, 0.7830545472061408]",0.37297575634998,"[0.3800655580125413, 0.36099058521194294, 0.38781638639362637, 0.3649256410867204, 0.3710806110450691]",0.4631122715369142,"[0.4675126754786771, 0.468189910521508, 0.45960628479992743, 0.45482778183841593, 0.4654247050460427]",0.0071496706095482,"[0.6683368178213539, 0.6782495854660803, 0.6737077355634057, 0.689928628072958, 0.6792228390166535]",0.003747538023597,"[0.783913445800325, 0.7892751094717441, 0.7801926472959548, 0.7899230999467705, 0.7830545472061408]",0.0098239487620138,"[0.3800655580125413, 0.36099058521194294, 0.38781638639362637, 0.3649256410867204, 0.3710806110450691]",0.005126754018034,"[0.4675126754786771, 0.468189910521508, 0.45960628479992743, 0.45482778183841593, 0.4654247050460427]",136.25516028404235,"[136.0581521987915, 135.98025274276733, 136.24486374855042, 137.02785563468933, 135.9646770954132]",2024-09-21 20:37:06
KaNCD,undersampleIncorrect,JUNYI15,0.6334162137456577,"[0.6334162137456577, 0.6334162137456577, 0.6334162137456577, 0.6334162137456577, 0.6334162137456577]",0.3995748666481103,"[0.3995748666481103, 0.3995748666481103, 0.3995748666481103, 0.3995748666481103, 0.3995748666481103]",177759.0,"[177759, 177759, 177759, 177759, 177759]",22217.0,"[22217, 22217, 22217, 22217, 22217]",22439.0,"[22439, 22439, 22439, 22439, 22439]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6803422612415883,"[0.6843887873791167, 0.6855474842907437, 0.6721333392753688, 0.6795311734034494, 0.6801105218592629]",0.7781454922897696,"[0.7818509968608047, 0.7776864651645452, 0.7772851867840955, 0.7748151421599225, 0.7790896704794799]",0.3758751534200294,"[0.37083468447307016, 0.3721300435697293, 0.37833005393816216, 0.376078001608294, 0.38200298351089135]",0.4584847539642962,"[0.45607388773710705, 0.4570536852320376, 0.46346179398909926, 0.4582664090397989, 0.45756799382343816]",0.0047236995510539,"[0.6843887873791167, 0.6855474842907437, 0.6721333392753688, 0.6795311734034494, 0.6801105218592629]",0.0023092985961994,"[0.7818509968608047, 0.7776864651645452, 0.7772851867840955, 0.7748151421599225, 0.7790896704794799]",0.0040755407140638,"[0.37083468447307016, 0.3721300435697293, 0.37833005393816216, 0.376078001608294, 0.38200298351089135]",0.0025891807488957,"[0.45607388773710705, 0.4570536852320376, 0.46346179398909926, 0.4582664090397989, 0.45756799382343816]",109.85315551757812,"[109.96223378181458, 109.3547523021698, 109.77393436431885, 109.07271552085876, 111.10214161872864]",2024-09-21 20:46:17
KaNCD,basic,ASSIST12,0.70116626438935,"[0.7060072742390974, 0.7005860079041432, 0.7000129696535126, 0.7001109947090293, 0.699114075440968]",0.700011983668465,"[0.6992291583133814, 0.7001890009712805, 0.6999851795469558, 0.7002294652514177, 0.7004271142592895]",872659.2,"[870669, 871676, 872673, 873643, 874635]",107837.4,"[108855, 108333, 107838, 107336, 106825]",110327.4,"[111300, 110815, 110313, 109845, 109364]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.7374405188337942,"[0.729685534591195, 0.7432116590714254, 0.7407830446094296, 0.7353452592289135, 0.7381770966680078]",0.7492747709711676,"[0.750927533288842, 0.7485782925528783, 0.7506620551314728, 0.7456965381653382, 0.7505094357173066]",0.345850826962316,"[0.36020131760891877, 0.33184865844952727, 0.33719141441865463, 0.3482059133536305, 0.35180683098084864]",0.4196479089868378,"[0.42168333130720853, 0.41861396762757574, 0.418330867841783, 0.42080636152088924, 0.4188050166367327]",0.0046808328003434,"[0.729685534591195, 0.7432116590714254, 0.7407830446094296, 0.7353452592289135, 0.7381770966680078]",0.0019732921656649,"[0.750927533288842, 0.7485782925528783, 0.7506620551314728, 0.7456965381653382, 0.7505094357173066]",0.0101784394308697,"[0.36020131760891877, 0.33184865844952727, 0.33719141441865463, 0.3482059133536305, 0.35180683098084864]",0.0013415704172304,"[0.42168333130720853, 0.41861396762757574, 0.418330867841783, 0.42080636152088924, 0.4188050166367327]",721.4419683456421,"[728.6523878574371, 720.2912828922272, 719.4651699066162, 718.2921028137207, 720.5088982582092]",2024-09-21 21:46:33
KaNCD,sampled,ASSIST12,0.7001303429442776,"[0.7005691226723727, 0.7030214053902851, 0.6971207578499609, 0.7007341354167668, 0.6992062933920021]",0.7005448381293756,"[0.700171487648923, 0.7004428899011242, 0.7008778063844824, 0.7008800474329163, 0.700351959279432]",349063.2,"[347061, 348075, 349086, 350053, 351041]",42413.6,"[43474, 42844, 42420, 41861, 41469]",44852.2,"[45794, 45410, 44823, 44415, 43819]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.7274008255950581,"[0.7316897410141067, 0.7278573001541511, 0.7157486112040693, 0.7288528650230778, 0.7328556105798855]",0.7243659807332052,"[0.7198509612973871, 0.7260352329806009, 0.7276164062451271, 0.721028340152145, 0.7272989629907658]",0.3516913940075498,"[0.35956375344259467, 0.3566892841646677, 0.35426893356117123, 0.3385286640172457, 0.34940633485206996]",0.4277939771611449,"[0.42571563297886245, 0.4268667552281708, 0.4310383242207248, 0.4307785754859595, 0.4245705978920073]",0.0061031198978823,"[0.7316897410141067, 0.7278573001541511, 0.7157486112040693, 0.7288528650230778, 0.7328556105798855]",0.0032704525421203,"[0.7198509612973871, 0.7260352329806009, 0.7276164062451271, 0.721028340152145, 0.7272989629907658]",0.0073766606996571,"[0.35956375344259467, 0.3566892841646677, 0.35426893356117123, 0.3385286640172457, 0.34940633485206996]",0.0026458663597851,"[0.42571563297886245, 0.4268667552281708, 0.4310383242207248, 0.4307785754859595, 0.4245705978920073]",288.54899697303773,"[286.93078541755676, 288.1325240135193, 287.61948704719543, 287.7425436973572, 292.31964468955994]",2024-09-21 22:10:39
KaNCD,undersampleEven,ASSIST12,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",505198.0,"[505198, 505198, 505198, 505198, 505198]",63264.0,"[63264, 63264, 63264, 63264, 63264]",63084.0,"[63084, 63084, 63084, 63084, 63084]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.6435482848265804,"[0.639369729249889, 0.6452032211020227, 0.6435704774586266, 0.6433961067782639, 0.6462018895441]",0.7007860436803636,"[0.698284287731096, 0.7015214163251451, 0.7023217814770363, 0.7001433747317176, 0.7016593581368226]",0.4291711521505078,"[0.425561907075175, 0.430529928301386, 0.4241217066537466, 0.4316489770432136, 0.4339932416790176]",0.4695327266773465,"[0.4727651932914374, 0.4683523877436737, 0.4694901145414205, 0.4688338317306845, 0.46822210607951675]",0.0023351406574946,"[0.639369729249889, 0.6452032211020227, 0.6435704774586266, 0.6433961067782639, 0.6462018895441]",0.001437619410966,"[0.698284287731096, 0.7015214163251451, 0.7023217814770363, 0.7001433747317176, 0.7016593581368226]",0.0037352907808267,"[0.425561907075175, 0.430529928301386, 0.4241217066537466, 0.4316489770432136, 0.4339932416790176]",0.001676307650857,"[0.4727651932914374, 0.4683523877436737, 0.4694901145414205, 0.4688338317306845, 0.46822210607951675]",418.4948791503906,"[417.1255202293396, 417.7049684524536, 420.53114795684814, 417.9386377334595, 419.1741213798523]",2024-09-21 22:45:37
KaNCD,undersampleCorrect,ASSIST12,0.3957337819416091,"[0.39573378194160913, 0.39573378194160913, 0.39573378194160913, 0.39573378194160913, 0.39573378194160913]",0.6002257847899264,"[0.6002257847899264, 0.6002257847899264, 0.6002257847899264, 0.6002257847899264, 0.6002257847899264]",558684.0,"[558684, 558684, 558684, 558684, 558684]",69872.0,"[69872, 69872, 69872, 69872, 69872]",69823.0,"[69823, 69823, 69823, 69823, 69823]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.6075361986737893,"[0.6128066682898186, 0.5886455752402503, 0.6166019792904917, 0.598799822408089, 0.6208269481402976]",0.7008046509640975,"[0.7041155082878148, 0.6943152501045129, 0.7029104440531847, 0.7014365414540258, 0.701245510920949]",0.4409599278852967,"[0.43966129493403844, 0.44947124565153296, 0.4349562170537604, 0.44330505040529683, 0.43740583138185507]",0.4904197520904644,"[0.4885780236748315, 0.4975289014657441, 0.48966824858271557, 0.49190062391274275, 0.4844229628162881]",0.0119982513184948,"[0.6128066682898186, 0.5886455752402503, 0.6166019792904917, 0.598799822408089, 0.6208269481402976]",0.0034088739302372,"[0.7041155082878148, 0.6943152501045129, 0.7029104440531847, 0.7014365414540258, 0.701245510920949]",0.0050656632931578,"[0.43966129493403844, 0.44947124565153296, 0.4349562170537604, 0.44330505040529683, 0.43740583138185507]",0.0043046762682469,"[0.4885780236748315, 0.4975289014657441, 0.48966824858271557, 0.49190062391274275, 0.4844229628162881]",467.0245522499084,"[467.94406485557556, 468.5213928222656, 465.3027067184448, 467.0685775279999, 466.28601932525635]",2024-09-21 23:24:38
KaNCD,undersampleIncorrect,ASSIST12,0.6062654971479735,"[0.6062654971479735, 0.6062654971479735, 0.6062654971479735, 0.6062654971479735, 0.6062654971479735]",0.3996854735241683,"[0.3996854735241683, 0.3996854735241683, 0.3996854735241683, 0.3996854735241683, 0.3996854735241683]",457974.0,"[457974, 457974, 457974, 457974, 457974]",57338.0,"[57338, 57338, 57338, 57338, 57338]",57329.0,"[57329, 57329, 57329, 57329, 57329]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.5936925465296795,"[0.6114357480507248, 0.5687871757749132, 0.608191316785571, 0.5815730258682342, 0.5984754661689546]",0.696882533639536,"[0.6987976015438264, 0.696330314772246, 0.6963903480360928, 0.6957705496417955, 0.6971238542037193]",0.4464162856901324,"[0.4354971969610749, 0.4600981557494671, 0.43291613089182945, 0.4552737109731001, 0.4482962338751902]",0.4947704744736311,"[0.48782052872073267, 0.5013659412677551, 0.4942916362742753, 0.4963328305959796, 0.49404143550941304]",0.0162177195247721,"[0.6114357480507248, 0.5687871757749132, 0.608191316785571, 0.5815730258682342, 0.5984754661689546]",0.0010497067637773,"[0.6987976015438264, 0.696330314772246, 0.6963903480360928, 0.6957705496417955, 0.6971238542037193]",0.0106832807170227,"[0.4354971969610749, 0.4600981557494671, 0.43291613089182945, 0.4552737109731001, 0.4482962338751902]",0.0043589831081612,"[0.48782052872073267, 0.5013659412677551, 0.4942916362742753, 0.4963328305959796, 0.49404143550941304]",385.6244003295898,"[384.62680411338806, 387.46877908706665, 384.060893535614, 385.904794216156, 386.0607306957245]",2024-09-21 23:56:50
CAKE,sampled,ASSIST09,0.6003886799626184,"[0.6087332367257258, 0.602652752227705, 0.5968373452600342, 0.5922999744969523, 0.6014200911026748]",0.5998858362295018,"[0.6002997564129127, 0.5999309680636715, 0.5995844562023706, 0.600266624911204, 0.59934737555735]",110775.2,"[108906, 109906, 110869, 111732, 112463]",13288.2,"[13929, 13521, 13268, 12943, 12780]",14405.6,"[15634, 15042, 14332, 13794, 13226]",146,6671,4332.0,"[4332, 4332, 4332, 4332, 4332]",0.7136881676262056,"[0.7049379557374952, 0.7123387847360724, 0.7137175551214067, 0.7224155429897057, 0.7150309995463481]",0.7556539884890532,"[0.7491766437601028, 0.7553699360259768, 0.7562524852034187, 0.7606425211132305, 0.7568283563425371]",0.3568519606622641,"[0.3611230052339462, 0.3520132088715481, 0.34373264191056174, 0.3555473491195165, 0.37184359817574825]",0.4396782677730864,"[0.44537583884284854, 0.44207752210413664, 0.44065286879461907, 0.4342993107486776, 0.4359857983751502]",0.0055921048668201,"[0.7049379557374952, 0.7123387847360724, 0.7137175551214067, 0.7224155429897057, 0.7150309995463481]",0.0037056572009381,"[0.7491766437601028, 0.7553699360259768, 0.7562524852034187, 0.7606425211132305, 0.7568283563425371]",0.009383209171146,"[0.3611230052339462, 0.3520132088715481, 0.34373264191056174, 0.3555473491195165, 0.37184359817574825]",0.0040431693883971,"[0.44537583884284854, 0.44207752210413664, 0.44065286879461907, 0.4342993107486776, 0.4359857983751502]",129.3639060974121,"[127.23053312301636, 128.2286159992218, 129.26118516921997, 130.76115322113037, 131.33804297447205]",2024-09-22 00:07:39
CAKE,undersampleEven,ASSIST09,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",172376.0,"[172376, 172376, 172376, 172376, 172376]",20904.0,"[20904, 20904, 20904, 20904, 20904]",22206.0,"[22206, 22206, 22206, 22206, 22206]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.6504728451769791,"[0.6521210483653067, 0.6468071692335405, 0.6538773304512294, 0.6514455552553364, 0.6481131225794831]",0.7099075818998234,"[0.7113157655074694, 0.7083611133398389, 0.7106865342151001, 0.7134173199069744, 0.705757176529734]",0.4265704592267618,"[0.42648291992937715, 0.42578841010860996, 0.4201389678378884, 0.43458526846922957, 0.4258567297887042]",0.4674144516014044,"[0.46584342836040527, 0.4682994523895045, 0.4678690718945888, 0.46535778558555213, 0.4697025197769714]",0.0026175839810243,"[0.6521210483653067, 0.6468071692335405, 0.6538773304512294, 0.6514455552553364, 0.6481131225794831]",0.0026277533523618,"[0.7113157655074694, 0.7083611133398389, 0.7106865342151001, 0.7134173199069744, 0.705757176529734]",0.0046201714760566,"[0.42648291992937715, 0.42578841010860996, 0.4201389678378884, 0.43458526846922957, 0.4258567297887042]",0.0016076785192616,"[0.46584342836040527, 0.4682994523895045, 0.4678690718945888, 0.46535778558555213, 0.4697025197769714]",201.5547016620636,"[201.29917860031128, 201.6412115097046, 201.6571695804596, 201.53493285179138, 201.64101576805115]",2024-09-22 00:24:28
CAKE,undersampleCorrect,ASSIST09,0.3141749979361452,"[0.31417499793614523, 0.31417499793614523, 0.31417499793614523, 0.31417499793614523, 0.31417499793614523]",0.6007220656701117,"[0.6007220656701117, 0.6007220656701117, 0.6007220656701117, 0.6007220656701117, 0.6007220656701117]",181511.0,"[181511, 181511, 181511, 181511, 181511]",22160.0,"[22160, 22160, 22160, 22160, 22160]",23283.0,"[23283, 23283, 23283, 23283, 23283]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.6086243181720569,"[0.6306317914358115, 0.6124640295494567, 0.6073100545462354, 0.5981187991238243, 0.5945969162049564]",0.7112921015187499,"[0.705568370884305, 0.7152497837937398, 0.7132149024662761, 0.7112222141411702, 0.7112052363082583]",0.4450233269639172,"[0.4434578423826104, 0.44184500992781967, 0.4446351835746175, 0.44819847497019794, 0.4469801239643403]",0.4908414670520787,"[0.4796271544581534, 0.48831677611262303, 0.48981004526192456, 0.4916882763974487, 0.5047650830302444]",0.0127116756426063,"[0.6306317914358115, 0.6124640295494567, 0.6073100545462354, 0.5981187991238243, 0.5945969162049564]",0.0032290535659724,"[0.705568370884305, 0.7152497837937398, 0.7132149024662761, 0.7112222141411702, 0.7112052363082583]",0.0023071070980588,"[0.4434578423826104, 0.44184500992781967, 0.4446351835746175, 0.44819847497019794, 0.4469801239643403]",0.0080967014293239,"[0.4796271544581534, 0.48831677611262303, 0.48981004526192456, 0.4916882763974487, 0.5047650830302444]",212.5328715801239,"[212.68743300437927, 212.67247343063354, 212.11246943473816, 212.3141074180603, 212.87787461280823]",2024-09-22 00:42:13
CAKE,undersampleIncorrect,ASSIST09,0.6995401233960871,"[0.6995401233960871, 0.6995401233960871, 0.6995401233960871, 0.6995401233960871, 0.6995401233960871]",0.3981454712657676,"[0.39814547126576766, 0.39814547126576766, 0.39814547126576766, 0.39814547126576766, 0.39814547126576766]",162832.0,"[162832, 162832, 162832, 162832, 162832]",19830.0,"[19830, 19830, 19830, 19830, 19830]",21031.0,"[21031, 21031, 21031, 21031, 21031]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.5884836669678094,"[0.619941990395131, 0.5933146307831296, 0.5483809614378774, 0.6231753126337312, 0.5576054395891779]",0.7069975521800407,"[0.7071896447953294, 0.7069229905906085, 0.7042320833229847, 0.7122443099110378, 0.704398732280243]",0.451354711169461,"[0.43735967529811415, 0.45224608534212024, 0.46856269235915576, 0.42426374006583684, 0.4743413627820781]",0.4960928744262223,"[0.4837600122665433, 0.4914060034964195, 0.5101839238593747, 0.48341861806758435, 0.5116958144411897]",0.0309133192010165,"[0.619941990395131, 0.5933146307831296, 0.5483809614378774, 0.6231753126337312, 0.5576054395891779]",0.0028973301007022,"[0.7071896447953294, 0.7069229905906085, 0.7042320833229847, 0.7122443099110378, 0.704398732280243]",0.018735405313353,"[0.43735967529811415, 0.45224608534212024, 0.46856269235915576, 0.42426374006583684, 0.4743413627820781]",0.0124636466063906,"[0.4837600122665433, 0.4914060034964195, 0.5101839238593747, 0.48341861806758435, 0.5116958144411897]",191.2499195098877,"[191.15751361846924, 191.2019383907318, 191.42106819152832, 191.0483729839325, 191.4207043647766]",2024-09-22 00:58:11
