model,runType,dataset,test_correct_ratio,test_correct_ratio_raw,train_correct_ratio,train_correct_ratio_raw,n_train_examples,n_train_examples_raw,n_test_examples,n_test_examples_raw,n_valid_examples,n_valid_examples_raw,n_knowledge_concepts,n_problems,n_users,n_users_raw,ACC,ACC_raw,AUC,AUC_raw,MAE,MAE_raw,RMSE,RMSE_raw,ACC_std,ACC_std_raw,AUC_std,AUC_std_raw,MAE_std,MAE_std_raw,RMSE_std,RMSE_std_raw,avg_train_duration,avg_train_duration_raw,performed_at
NCDM,sampled,JUNYI15,0.7779479678632596,"[0.7760074659849395, 0.7770190908157378, 0.7771210719401846, 0.780113911892957, 0.779478298682479]",0.7784414542980783,"[0.778378441040064, 0.7781620209388779, 0.7786804898046283, 0.7782600716268799, 0.7787262480799412]",184735.2,"[182846, 183677, 184595, 185762, 186796]",21962.0,"[22904, 22467, 22177, 21377, 20885]",24221.8,"[25169, 24775, 24147, 23780, 23238]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.8062131430812389,"[0.8143350947594262, 0.7976589303733602, 0.8129788379508842, 0.8092514718250631, 0.796841380497461]",0.793490497052959,"[0.7980215136615584, 0.7933986839889277, 0.7939327186949386, 0.7901292252263858, 0.7919703436929849]",0.2558015318764828,"[0.24911718358240545, 0.274104696252091, 0.24545798621707343, 0.24162929884093062, 0.26869849448991384]",0.3708533863909921,"[0.3645727606581975, 0.3745958697196921, 0.3678325835934036, 0.3717265420384116, 0.37553917594525565]",0.0075096825054836,"[0.8143350947594262, 0.7976589303733602, 0.8129788379508842, 0.8092514718250631, 0.796841380497461]",0.002620805817176,"[0.7980215136615584, 0.7933986839889277, 0.7939327186949386, 0.7901292252263858, 0.7919703436929849]",0.0130679693062968,"[0.24911718358240545, 0.274104696252091, 0.24545798621707343, 0.24162929884093062, 0.26869849448991384]",0.0041302957553769,"[0.3645727606581975, 0.3745958697196921, 0.3678325835934036, 0.3717265420384116, 0.37553917594525565]",143.60997719764708,"[142.0427474975586, 142.6670241355896, 142.8876292705536, 144.531245470047, 145.9212396144867]",2024-09-19 10:00:51
NCDM,correctSaturated,JUNYI15,0.5322059744476102,"[0.5278429798792909, 0.534967264667584, 0.535168752321687, 0.532328881985253, 0.5307219933842358]",0.8263191449086753,"[0.8263191449086753, 0.8263191449086753, 0.8263191449086753, 0.8263191449086753, 0.8263191449086753]",488167.0,"[488167, 488167, 488167, 488167, 488167]",43213.0,"[43213, 43213, 43213, 43213, 43213]",45803.0,"[45803, 45803, 45803, 45803, 45803]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.661961006920944,"[0.6578608388096849, 0.6682968364517609, 0.6495207737484444, 0.6762220815230443, 0.6579045040717857]",0.8128846160281601,"[0.8140880205988756, 0.8109858012234903, 0.8114156275831115, 0.8115377116063416, 0.8163959191289822]",0.3619137468864893,"[0.3626136246651325, 0.3613861405452292, 0.36794338640914387, 0.3562175326523173, 0.361408050160624]",0.4894345139310202,"[0.49096025545792044, 0.48264064561196873, 0.5003742241783187, 0.4806049867918572, 0.4925924576150362]",0.0092902850326802,"[0.6578608388096849, 0.6682968364517609, 0.6495207737484444, 0.6762220815230443, 0.6579045040717857]",0.002066640184565,"[0.8140880205988756, 0.8109858012234903, 0.8114156275831115, 0.8115377116063416, 0.8163959191289822]",0.0037370398956839,"[0.3626136246651325, 0.3613861405452292, 0.36794338640914387, 0.3562175326523173, 0.361408050160624]",0.0071567444002283,"[0.49096025545792044, 0.48264064561196873, 0.5003742241783187, 0.4806049867918572, 0.4925924576150362]",373.453137254715,"[373.86098527908325, 372.9221291542053, 373.68617486953735, 373.5790252685547, 373.2173717021942]",2024-09-19 10:32:02
IRT,undersampleEven,ASSIST09,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",172376.0,"[172376, 172376, 172376, 172376, 172376]",20904.0,"[20904, 20904, 20904, 20904, 20904]",22206.0,"[22206, 22206, 22206, 22206, 22206]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.5433486445104927,"[0.538908403134288, 0.5517878050977213, 0.5421507700621454, 0.536341529316401, 0.5475547149419075]",0.5594095989450846,"[0.5542682310477893, 0.5676599118653565, 0.5593786814820645, 0.5526786715880545, 0.563062498742158]",0.4761375776727763,"[0.4778896716999929, 0.473035736267499, 0.4760577079265754, 0.4786752848077385, 0.47502948766207576]",0.5278347556294226,"[0.5294570917743019, 0.5250543949703897, 0.5286403083298077, 0.5294558250800662, 0.5265661579925474]",0.0056419991121461,"[0.538908403134288, 0.5517878050977213, 0.5421507700621454, 0.536341529316401, 0.5475547149419075]",0.0055344619077257,"[0.5542682310477893, 0.5676599118653565, 0.5593786814820645, 0.5526786715880545, 0.563062498742158]",0.0020181899680015,"[0.4778896716999929, 0.473035736267499, 0.4760577079265754, 0.4786752848077385, 0.47502948766207576]",0.0017463390989422,"[0.5294570917743019, 0.5250543949703897, 0.5286403083298077, 0.5294558250800662, 0.5265661579925474]",48.40940322875976,"[48.53110218048096, 48.047603607177734, 47.92949628829956, 49.210501194000244, 48.32831287384033]",2024-09-19 14:47:29
IRT,undersampleCorrect,ASSIST09,0.3141749979361452,"[0.31417499793614523, 0.31417499793614523, 0.31417499793614523, 0.31417499793614523, 0.31417499793614523]",0.6007220656701117,"[0.6007220656701117, 0.6007220656701117, 0.6007220656701117, 0.6007220656701117, 0.6007220656701117]",181511.0,"[181511, 181511, 181511, 181511, 181511]",22160.0,"[22160, 22160, 22160, 22160, 22160]",23283.0,"[23283, 23283, 23283, 23283, 23283]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.5086887428595971,"[0.5153975003221234, 0.5086114332345488, 0.5081389855259202, 0.5020401151054418, 0.5092556801099515]",0.5563379660632408,"[0.5636627719045302, 0.555682153621714, 0.5562844168956806, 0.552615874662578, 0.5534446132317011]",0.495301182374879,"[0.49221189142003, 0.4952588446088256, 0.4951868357530717, 0.49722983908260393, 0.49661850100986404]",0.5482891219281939,"[0.5447224504255131, 0.5482406796261842, 0.5470456393887136, 0.550122723543504, 0.5513141166570544]",0.0042388985704832,"[0.5153975003221234, 0.5086114332345488, 0.5081389855259202, 0.5020401151054418, 0.5092556801099515]",0.0039066915180766,"[0.5636627719045302, 0.555682153621714, 0.5562844168956806, 0.552615874662578, 0.5534446132317011]",0.0017328376336169,"[0.49221189142003, 0.4952588446088256, 0.4951868357530717, 0.49722983908260393, 0.49661850100986404]",0.0023144083081406,"[0.5447224504255131, 0.5482406796261842, 0.5470456393887136, 0.550122723543504, 0.5513141166570544]",48.334381628036496,"[48.281288862228394, 48.21871781349182, 48.2188138961792, 48.59373736381531, 48.35935020446777]",2024-09-19 14:51:32
IRT,undersampleIncorrect,ASSIST09,0.6995401233960871,"[0.6995401233960871, 0.6995401233960871, 0.6995401233960871, 0.6995401233960871, 0.6995401233960871]",0.3981454712657676,"[0.39814547126576766, 0.39814547126576766, 0.39814547126576766, 0.39814547126576766, 0.39814547126576766]",162832.0,"[162832, 162832, 162832, 162832, 162832]",19830.0,"[19830, 19830, 19830, 19830, 19830]",21031.0,"[21031, 21031, 21031, 21031, 21031]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.5369502163472969,"[0.539108934430127, 0.539536874138177, 0.5336883647948267, 0.5402025581284771, 0.5322143502448766]",0.5667590344593965,"[0.5711572559990543, 0.5706555163998148, 0.5615755852181405, 0.5674499983099809, 0.5629568163699921]",0.4779600865713629,"[0.47622308957862175, 0.4761983409894031, 0.48029888861477876, 0.47688177536840837, 0.48019833830560255]",0.5328135967771055,"[0.5313164159087905, 0.5314348926133129, 0.535678085491571, 0.5320641703160878, 0.5335744195557656]",0.0033165250682084,"[0.539108934430127, 0.539536874138177, 0.5336883647948267, 0.5402025581284771, 0.5322143502448766]",0.0039071566055842,"[0.5711572559990543, 0.5706555163998148, 0.5615755852181405, 0.5674499983099809, 0.5629568163699921]",0.0018848568605003,"[0.47622308957862175, 0.4761983409894031, 0.48029888861477876, 0.47688177536840837, 0.48019833830560255]",0.0016424471157397,"[0.5313164159087905, 0.5314348926133129, 0.535678085491571, 0.5320641703160878, 0.5335744195557656]",46.27006225585937,"[47.781824588775635, 39.76516342163086, 48.011292695999146, 47.70808982849121, 48.083940744400024]",2024-09-19 14:55:25
IRT,undersampleEven,NEUR20,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",1275652.0,"[1275652, 1275652, 1275652, 1275652, 1275652]",159372.0,"[159372, 159372, 159372, 159372, 159372]",159486.0,"[159486, 159486, 159486, 159486, 159486]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.5006470787404538,"[0.49831333157769336, 0.5047715786965628, 0.49900931743225113, 0.502232170848852, 0.49890899514690945]",0.5012664639451165,"[0.497885654572881, 0.505090464559782, 0.49900956896764515, 0.5033026285076444, 0.5010440031176304]",0.4994091716939662,"[0.500937503584481, 0.4974823630008966, 0.500360440517822, 0.49856109809699933, 0.4997044532696318]",0.5735578672523529,"[0.5751290207763076, 0.5735427302825108, 0.5758940795664578, 0.572833710514184, 0.5703897951223043]",0.0024768362634835,"[0.49831333157769336, 0.5047715786965628, 0.49900931743225113, 0.502232170848852, 0.49890899514690945]",0.0026586418561797,"[0.497885654572881, 0.505090464559782, 0.49900956896764515, 0.5033026285076444, 0.5010440031176304]",0.0012457706464107,"[0.500937503584481, 0.4974823630008966, 0.500360440517822, 0.49856109809699933, 0.4997044532696318]",0.0019229001275621,"[0.5751290207763076, 0.5735427302825108, 0.5758940795664578, 0.572833710514184, 0.5703897951223043]",85.77085695266723,"[86.25839567184448, 85.46940207481384, 86.15604448318481, 85.45428538322449, 85.51615715026855]",2024-09-19 15:02:47
IRT,undersampleCorrect,NEUR20,0.3984288930772933,"[0.39842889307729334, 0.39842889307729334, 0.39842889307729334, 0.39842889307729334, 0.39842889307729334]",0.6000609026648958,"[0.6000609026648958, 0.6000609026648958, 0.6000609026648958, 0.6000609026648958, 0.6000609026648958]",1306807.0,"[1306807, 1306807, 1306807, 1306807, 1306807]",163412.0,"[163412, 163412, 163412, 163412, 163412]",163350.0,"[163350, 163350, 163350, 163350, 163350]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.4640722375267829,"[0.46232629323538416, 0.46506274869911235, 0.4649280685644322, 0.4654055708601163, 0.4626385062748699]",0.5026873113930874,"[0.5035284815156461, 0.5015744831804096, 0.5030222748415227, 0.5034953370403268, 0.5018159803875323]",0.525136234407048,"[0.5257806211598007, 0.5246488930896527, 0.5257747894360582, 0.5229214152042643, 0.5265554531454646]",0.5948279946655776,"[0.5961517962516384, 0.592310216881572, 0.5969894627779362, 0.5904175868963653, 0.5982709105203758]",0.0013111249899739,"[0.46232629323538416, 0.46506274869911235, 0.4649280685644322, 0.4654055708601163, 0.4626385062748699]",0.0008330999322581,"[0.5035284815156461, 0.5015744831804096, 0.5030222748415227, 0.5034953370403268, 0.5018159803875323]",0.0012633364001983,"[0.5257806211598007, 0.5246488930896527, 0.5257747894360582, 0.5229214152042643, 0.5265554531454646]",0.0029688033374941,"[0.5961517962516384, 0.592310216881572, 0.5969894627779362, 0.5904175868963653, 0.5982709105203758]",85.0969030380249,"[84.80868625640869, 84.93461537361145, 84.67260432243347, 85.43675780296326, 85.63185143470764]",2024-09-19 15:10:05
IRT,undersampleIncorrect,NEUR20,0.6031387179598441,"[0.6031387179598441, 0.6031387179598441, 0.6031387179598441, 0.6031387179598441, 0.6031387179598441]",0.3997977429740389,"[0.3997977429740389, 0.3997977429740389, 0.3997977429740389, 0.3997977429740389, 0.3997977429740389]",1238824.0,"[1238824, 1238824, 1238824, 1238824, 1238824]",154920.0,"[154920, 154920, 154920, 154920, 154920]",154896.0,"[154896, 154896, 154896, 154896, 154896]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.5106665117239955,"[0.5140545914678236, 0.513680146679062, 0.5022079330647661, 0.5094644148331784, 0.5139254725751472]",0.5013383834795146,"[0.5016484319156022, 0.5031819324624696, 0.4977424794474699, 0.5011753073151619, 0.5029437662568698]",0.4897545669942976,"[0.4878960870568235, 0.4902672198612109, 0.49568928841999005, 0.48850904483287083, 0.48641119480059264]",0.5670306183861329,"[0.5690040910579132, 0.562159304481663, 0.5666250814377096, 0.5692902347821259, 0.5680743801712529]",0.0045645261679951,"[0.5140545914678236, 0.513680146679062, 0.5022079330647661, 0.5094644148331784, 0.5139254725751472]",0.0019508550120477,"[0.5016484319156022, 0.5031819324624696, 0.4977424794474699, 0.5011753073151619, 0.5029437662568698]",0.0032145650443183,"[0.4878960870568235, 0.4902672198612109, 0.49568928841999005, 0.48850904483287083, 0.48641119480059264]",0.0026070695686843,"[0.5690040910579132, 0.562159304481663, 0.5666250814377096, 0.5692902347821259, 0.5680743801712529]",85.93132038116455,"[85.37596535682678, 85.83222460746765, 85.6825520992279, 85.71864938735962, 87.0472104549408]",2024-09-19 15:17:27
IRT,undersampleEven,JUNYI15,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",197830.0,"[197830, 197830, 197830, 197830, 197830]",24920.0,"[24920, 24920, 24920, 24920, 24920]",24584.0,"[24584, 24584, 24584, 24584, 24584]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6980719166937847,"[0.6956963878945656, 0.6978929384965832, 0.7005776114546046, 0.6957777416205663, 0.7004149040026033]",0.7687629105689318,"[0.767111636426095, 0.7724026929486414, 0.7707575137168259, 0.7657551067266639, 0.7677876030264328]",0.3806896047282352,"[0.38072495790768407, 0.3789591779836059, 0.38000328544462064, 0.38231182633753813, 0.3814487759677271]",0.4431534309215445,"[0.4439699293868801, 0.4413011152277469, 0.4421027694924574, 0.44428936735951974, 0.4441039731411186]",0.0021310328623113,"[0.6956963878945656, 0.6978929384965832, 0.7005776114546046, 0.6957777416205663, 0.7004149040026033]",0.0024474996441287,"[0.767111636426095, 0.7724026929486414, 0.7707575137168259, 0.7657551067266639, 0.7677876030264328]",0.001155387782993,"[0.38072495790768407, 0.3789591779836059, 0.38000328544462064, 0.38231182633753813, 0.3814487759677271]",0.0012161837619593,"[0.4439699293868801, 0.4413011152277469, 0.4421027694924574, 0.44428936735951974, 0.4441039731411186]",6.58439621925354,"[6.56238579750061, 6.562471866607666, 6.578387975692749, 6.577853679656982, 6.640881776809692]",2024-09-19 15:18:02
IRT,undersampleCorrect,JUNYI15,0.3786413941883623,"[0.3786413941883623, 0.3786413941883623, 0.3786413941883623, 0.3786413941883623, 0.3786413941883623]",0.5999447452032687,"[0.5999447452032687, 0.5999447452032687, 0.5999447452032687, 0.5999447452032687, 0.5999447452032687]",221680.0,"[221680, 221680, 221680, 221680, 221680]",27640.0,"[27640, 27640, 27640, 27640, 27640]",27742.0,"[27742, 27742, 27742, 27742, 27742]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6567587052123134,"[0.6562973109364862, 0.6570182394924663, 0.6578473073318434, 0.6540263859851488, 0.6586042823156225]",0.7651843220467553,"[0.7620775308540834, 0.7676845035604867, 0.7624855981045415, 0.7662977928363737, 0.7673761848782916]",0.4018420722445672,"[0.40135595284899106, 0.40202678653349083, 0.40185963378040346, 0.4016131022192651, 0.4023548858406855]",0.4644576731426117,"[0.4640910082965513, 0.4657503918282545, 0.46421727214665476, 0.4642727247725377, 0.4639569686690604]",0.0015707972815342,"[0.6562973109364862, 0.6570182394924663, 0.6578473073318434, 0.6540263859851488, 0.6586042823156225]",0.0024178606206458,"[0.7620775308540834, 0.7676845035604867, 0.7624855981045415, 0.7662977928363737, 0.7673761848782916]",0.0003423871784046,"[0.40135595284899106, 0.40202678653349083, 0.40185963378040346, 0.4016131022192651, 0.4023548858406855]",0.0006554797049231,"[0.4640910082965513, 0.4657503918282545, 0.46421727214665476, 0.4642727247725377, 0.4639569686690604]",6.83750352859497,"[6.906648397445679, 6.796499013900757, 6.875324726104736, 6.780956029891968, 6.828089475631714]",2024-09-19 15:18:39
IRT,undersampleIncorrect,JUNYI15,0.6334162137456577,"[0.6334162137456577, 0.6334162137456577, 0.6334162137456577, 0.6334162137456577, 0.6334162137456577]",0.3995748666481103,"[0.3995748666481103, 0.3995748666481103, 0.3995748666481103, 0.3995748666481103, 0.3995748666481103]",177759.0,"[177759, 177759, 177759, 177759, 177759]",22217.0,"[22217, 22217, 22217, 22217, 22217]",22439.0,"[22439, 22439, 22439, 22439, 22439]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6513391862382459,"[0.6615713712732296, 0.6495387494986408, 0.652301795980213, 0.6482909220553501, 0.6449930923837961]",0.7558193608597906,"[0.7658442958567423, 0.7620168837095014, 0.7566257780810942, 0.7502393410924446, 0.7443705055591706]",0.4022057967846037,"[0.39862225392956835, 0.39928783606441426, 0.40068727196645926, 0.40777622461741236, 0.40465539734516426]",0.4665308543679644,"[0.46197112552973835, 0.4639483519591261, 0.46552240143252543, 0.4689392368458982, 0.4722731560725338]",0.0056290429434674,"[0.6615713712732296, 0.6495387494986408, 0.652301795980213, 0.6482909220553501, 0.6449930923837961]",0.0077688072211777,"[0.7658442958567423, 0.7620168837095014, 0.7566257780810942, 0.7502393410924446, 0.7443705055591706]",0.003484032173462,"[0.39862225392956835, 0.39928783606441426, 0.40068727196645926, 0.40777622461741236, 0.40465539734516426]",0.0036674721026647,"[0.46197112552973835, 0.4639483519591261, 0.46552240143252543, 0.4689392368458982, 0.4722731560725338]",6.581315755844116,"[6.668612480163574, 6.5029613971710205, 6.593771457672119, 6.593786239624023, 6.547447204589844]",2024-09-19 15:19:13
IRT,undersampleEven,ASSIST12,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",505198.0,"[505198, 505198, 505198, 505198, 505198]",63264.0,"[63264, 63264, 63264, 63264, 63264]",63084.0,"[63084, 63084, 63084, 63084, 63084]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.5048316530340499,"[0.5016327436433962, 0.5101293513410691, 0.5040105256483419, 0.5021558556844842, 0.506229788852958]",0.5087465594102994,"[0.5057443470141321, 0.5149982139270343, 0.508477045888707, 0.5051116362746193, 0.5094015539470044]",0.4961063818928708,"[0.4974732555604073, 0.49350667144327326, 0.49617463678897306, 0.4977048877852122, 0.4956724578864884]",0.5608032089923289,"[0.5620968032396131, 0.5578133847442158, 0.5610751611425285, 0.5621242902893789, 0.5609064055459084]",0.0031012111843414,"[0.5016327436433962, 0.5101293513410691, 0.5040105256483419, 0.5021558556844842, 0.506229788852958]",0.0035159859229538,"[0.5057443470141321, 0.5149982139270343, 0.508477045888707, 0.5051116362746193, 0.5094015539470044]",0.0015083108371127,"[0.4974732555604073, 0.49350667144327326, 0.49617463678897306, 0.4977048877852122, 0.4956724578864884]",0.0015774852395693,"[0.5620968032396131, 0.5578133847442158, 0.5610751611425285, 0.5621242902893789, 0.5609064055459084]",81.1296531200409,"[80.86721611022949, 81.07820463180542, 80.90704727172852, 81.48324346542358, 81.31255412101746]",2024-09-19 15:26:04
IRT,undersampleCorrect,ASSIST12,0.3957337819416091,"[0.39573378194160913, 0.39573378194160913, 0.39573378194160913, 0.39573378194160913, 0.39573378194160913]",0.6002257847899264,"[0.6002257847899264, 0.6002257847899264, 0.6002257847899264, 0.6002257847899264, 0.6002257847899264]",558684.0,"[558684, 558684, 558684, 558684, 558684]",69872.0,"[69872, 69872, 69872, 69872, 69872]",69823.0,"[69823, 69823, 69823, 69823, 69823]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.4685304269366827,"[0.47101957807599215, 0.46659410222992426, 0.4688140011171104, 0.46868510376237055, 0.4675393494980164]",0.5069376730561893,"[0.5088196040931565, 0.506643302579881, 0.5074368201400167, 0.503124266663614, 0.5086643718042784]",0.5201714510643469,"[0.5193425479203501, 0.5204077045470047, 0.5202299656969565, 0.5211972783702026, 0.5196797587872205]",0.5845126390141779,"[0.5832082834487823, 0.5845958668626489, 0.585151216416398, 0.5853611773712081, 0.584246650971852]",0.0014853821387085,"[0.47101957807599215, 0.46659410222992426, 0.4688140011171104, 0.46868510376237055, 0.4675393494980164]",0.00206886553928,"[0.5088196040931565, 0.506643302579881, 0.5074368201400167, 0.503124266663614, 0.5086643718042784]",0.0006388118735981,"[0.5193425479203501, 0.5204077045470047, 0.5202299656969565, 0.5211972783702026, 0.5196797587872205]",0.0007624720842598,"[0.5832082834487823, 0.5845958668626489, 0.585151216416398, 0.5853611773712081, 0.584246650971852]",81.33201556205749,"[81.99991583824158, 81.87503981590271, 81.42188763618469, 80.71882677078247, 80.64440774917603]",2024-09-19 15:32:56
IRT,undersampleIncorrect,ASSIST12,0.6062654971479735,"[0.6062654971479735, 0.6062654971479735, 0.6062654971479735, 0.6062654971479735, 0.6062654971479735]",0.3996854735241683,"[0.3996854735241683, 0.3996854735241683, 0.3996854735241683, 0.3996854735241683, 0.3996854735241683]",457974.0,"[457974, 457974, 457974, 457974, 457974]",57338.0,"[57338, 57338, 57338, 57338, 57338]",57329.0,"[57329, 57329, 57329, 57329, 57329]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.5119433445551117,"[0.5107886061155785, 0.5154459348671702, 0.5139458214865077, 0.5135969579096095, 0.5059394023966928]",0.5090042514438838,"[0.5101315307071607, 0.5122887818956997, 0.512461134968535, 0.5104943926697376, 0.49964541697828624]",0.4914088669277331,"[0.49111719361522765, 0.4894428590878869, 0.4895472533878488, 0.4906361641277017, 0.4963008644200003]",0.5590161471285319,"[0.5582874394553924, 0.5583046489733767, 0.5568041926550473, 0.557832780685324, 0.563851673873519]",0.0033583696099877,"[0.5107886061155785, 0.5154459348671702, 0.5139458214865077, 0.5135969579096095, 0.5059394023966928]",0.0047711056571149,"[0.5101315307071607, 0.5122887818956997, 0.512461134968535, 0.5104943926697376, 0.49964541697828624]",0.0025276302815471,"[0.49111719361522765, 0.4894428590878869, 0.4895472533878488, 0.4906361641277017, 0.4963008644200003]",0.0024784132880068,"[0.5582874394553924, 0.5583046489733767, 0.5568041926550473, 0.557832780685324, 0.563851673873519]",79.46259212493896,"[79.60961532592773, 79.57915687561035, 79.5302586555481, 79.5940215587616, 78.99990820884705]",2024-09-19 15:39:38
NCDM,undersampleEven,ASSIST09,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",172376.0,"[172376, 172376, 172376, 172376, 172376]",20904.0,"[20904, 20904, 20904, 20904, 20904]",22206.0,"[22206, 22206, 22206, 22206, 22206]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.66113662973971,"[0.6618481491488787, 0.6595514725749797, 0.6617580834008826, 0.6622984778888589, 0.66022696568495]",0.722849278730566,"[0.7221641617348511, 0.7216405465857679, 0.7236610515462831, 0.726778155456888, 0.7200024783290396]",0.4037331408144552,"[0.40635455413508026, 0.40731948024744197, 0.40189269320046345, 0.4026865277647043, 0.40041244872458603]",0.4657699269051118,"[0.4643455754074649, 0.465425824760523, 0.4649899463014469, 0.46339217803748617, 0.47069611001863804]",0.0010566520310591,"[0.6618481491488787, 0.6595514725749797, 0.6617580834008826, 0.6622984778888589, 0.66022696568495]",0.0022860331868451,"[0.7221641617348511, 0.7216405465857679, 0.7236610515462831, 0.726778155456888, 0.7200024783290396]",0.0026549305293217,"[0.40635455413508026, 0.40731948024744197, 0.40189269320046345, 0.4026865277647043, 0.40041244872458603]",0.0025564241808564,"[0.4643455754074649, 0.465425824760523, 0.4649899463014469, 0.46339217803748617, 0.47069611001863804]",223.44064683914183,"[229.51567339897156, 223.90629601478577, 223.09583616256714, 218.82955360412598, 221.8558750152588]",2024-09-19 15:58:17
NCDM,undersampleCorrect,ASSIST09,0.3141749979361452,"[0.31417499793614523, 0.31417499793614523, 0.31417499793614523, 0.31417499793614523, 0.31417499793614523]",0.6007220656701117,"[0.6007220656701117, 0.6007220656701117, 0.6007220656701117, 0.6007220656701117, 0.6007220656701117]",181511.0,"[181511, 181511, 181511, 181511, 181511]",22160.0,"[22160, 22160, 22160, 22160, 22160]",23283.0,"[23283, 23283, 23283, 23283, 23283]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.6215350255551261,"[0.6356569170639522, 0.6163724605935661, 0.5997938409998711, 0.6191212472619507, 0.63673066185629]",0.720865348784305,"[0.7159884224444664, 0.7240394259281623, 0.724118296233681, 0.7195486404621021, 0.7206319588531127]",0.4254682711613387,"[0.42111317978804913, 0.4241477727329373, 0.43224602394432865, 0.4291295300773476, 0.4207048492640307]",0.4926185589499749,"[0.48156284575241154, 0.4967258648555329, 0.5091493316315114, 0.4911001604856288, 0.4845545920247902]",0.0136783967692189,"[0.6356569170639522, 0.6163724605935661, 0.5997938409998711, 0.6191212472619507, 0.63673066185629]",0.0030406918625046,"[0.7159884224444664, 0.7240394259281623, 0.724118296233681, 0.7195486404621021, 0.7206319588531127]",0.0045330668377655,"[0.42111317978804913, 0.4241477727329373, 0.43224602394432865, 0.4291295300773476, 0.4207048492640307]",0.009794879254225,"[0.48156284575241154, 0.4967258648555329, 0.5091493316315114, 0.4911001604856288, 0.4845545920247902]",230.27373118400573,"[235.68916654586792, 231.75206637382507, 227.76423001289368, 226.38084292411804, 229.78235006332397]",2024-09-19 16:17:31
NCDM,undersampleIncorrect,ASSIST09,0.6995401233960871,"[0.6995401233960871, 0.6995401233960871, 0.6995401233960871, 0.6995401233960871, 0.6995401233960871]",0.3981454712657676,"[0.39814547126576766, 0.39814547126576766, 0.39814547126576766, 0.39814547126576766, 0.39814547126576766]",162832.0,"[162832, 162832, 162832, 162832, 162832]",19830.0,"[19830, 19830, 19830, 19830, 19830]",21031.0,"[21031, 21031, 21031, 21031, 21031]",146,6671,4293.0,"[4293, 4293, 4293, 4293, 4293]",0.6285293138700015,"[0.6343017450430317, 0.6503732585231325, 0.5976891255765299, 0.6358233084494318, 0.6244591317578813]",0.7219465201385853,"[0.7215747514131268, 0.7232956203854773, 0.7189467063208022, 0.7254878833098755, 0.7204276392636447]",0.4192019960769294,"[0.41468186162603116, 0.4064386603194182, 0.4361979257584463, 0.4172151509944657, 0.42147638168628604]",0.4857342076554321,"[0.4836306848023899, 0.4736472068800521, 0.5027042310789321, 0.48114994581081455, 0.4875389697049718]",0.0175006561761768,"[0.6343017450430317, 0.6503732585231325, 0.5976891255765299, 0.6358233084494318, 0.6244591317578813]",0.0022718018675045,"[0.7215747514131268, 0.7232956203854773, 0.7189467063208022, 0.7254878833098755, 0.7204276392636447]",0.0098113848577454,"[0.41468186162603116, 0.4064386603194182, 0.4361979257584463, 0.4172151509944657, 0.42147638168628604]",0.0096205479453815,"[0.4836306848023899, 0.4736472068800521, 0.5027042310789321, 0.48114994581081455, 0.4875389697049718]",219.5981639385224,"[208.16626453399658, 210.40798711776733, 216.44574666023254, 231.17747116088867, 231.79335021972656]",2024-09-19 16:35:50
